id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
9108346,03-02-2011 13:05,1696,2408,$-71.00,Swipe Transaction,59935,Merritt Island,FL,32953,5499,
9108339,03-02-2011 13:05,114,3398,$38.76,Swipe Transaction,41137,North Hollywood,CA,91606,5411,
9108353,03-02-2011 13:06,1696,2408,$71.00,Swipe Transaction,59935,Merritt Island,FL,32953,5499,
9108384,03-02-2011 13:12,1696,2408,$62.32,Swipe Transaction,59935,Merritt Island,FL,32953,5499,
9108422,03-02-2011 13:19,1727,3766,$100.00,Swipe Transaction,59935,Columbia,SC,29229,5499,
9108428,03-02-2011 13:21,598,2040,$37.85,Swipe Transaction,86410,Hampton,NH,3842,5211,
9108432,03-02-2011 13:21,1963,4565,$27.23,Swipe Transaction,88852,Vacaville,CA,95687,4121,
9108457,03-02-2011 13:26,1727,3766,$-100.00,Swipe Transaction,59935,Columbia,SC,29229,5499,
9108473,03-02-2011 13:28,1727,3766,$36.32,Swipe Transaction,59935,Columbia,SC,29229,5499,
9108481,03-02-2011 13:29,1696,2408,$50.44,Swipe Transaction,26909,Hialeah,FL,33015,5211,
9108526,03-02-2011 13:38,1888,1016,$150.99,Swipe Transaction,17657,Lake Charles,LA,70615,4900,
9108534,03-02-2011 13:40,1727,5982,$34.15,Swipe Transaction,61195,Columbia,SC,29229,5541,
9108539,03-02-2011 13:42,208,2426,$49.40,Online Transaction,18563,ONLINE,,,4121,
9108557,03-02-2011 13:46,1727,5982,$55.00,Swipe Transaction,61195,Columbia,SC,29229,5541,
9108568,03-02-2011 13:49,1696,2408,$58.54,Swipe Transaction,61195,Merritt Island,FL,32952,5541,
9108579,03-02-2011 13:51,1727,5982,$-55.00,Swipe Transaction,61195,Columbia,SC,29229,5541,
9108580,03-02-2011 13:51,1797,1127,$67.77,Swipe Transaction,54343,San Leandro,CA,94577,4121,
9108585,03-02-2011 13:53,1797,1127,$41.27,Online Transaction,15143,ONLINE,,,4784,
9108633,03-02-2011 14:04,208,4980,$-69.00,Swipe Transaction,59935,Murrells Inlet,SC,29576,5499,
9108655,03-02-2011 14:07,1797,1127,$33.92,Online Transaction,18563,ONLINE,,,4121,
9108663,03-02-2011 14:09,208,4980,$69.00,Swipe Transaction,59935,Murrells Inlet,SC,29576,5499,
9108679,03-02-2011 14:13,1797,1127,$40.64,Online Transaction,15143,ONLINE,,,4784,
9108705,03-02-2011 14:18,208,4980,$75.27,Swipe Transaction,59935,Murrells Inlet,SC,29576,5499,
9108734,03-02-2011 14:22,598,2040,$51.57,Swipe Transaction,34490,Atkinson,NH,3811,5719,
9108731,03-02-2011 14:22,285,5747,$21.98,Swipe Transaction,13646,Watsonville,CA,95076,7538,
9108744,03-02-2011 14:23,1659,3438,$27.70,Swipe Transaction,63683,Wauconda,IL,60084,4121,
9108743,03-02-2011 14:23,1659,185,$27.40,Swipe Transaction,34490,Addison,IL,60101,5719,
9108767,03-02-2011 14:31,114,3398,$43.43,Swipe Transaction,59935,North Hollywood,CA,91606,5499,
9108804,03-02-2011 14:38,1718,5144,$42.95,Online Transaction,15143,ONLINE,,,4784,
9108821,03-02-2011 14:40,1963,3317,$70.10,Swipe Transaction,62087,Vacaville,CA,95687,5300,
9108825,03-02-2011 14:42,114,3398,$65.00,Swipe Transaction,59935,North Hollywood,CA,91606,5499,
9108826,03-02-2011 14:42,208,2426,$-84.00,Swipe Transaction,59935,Murrells Inlet,SC,29576,5499,
9108856,03-02-2011 14:48,208,2426,$84.00,Swipe Transaction,59935,Murrells Inlet,SC,29576,5499,
9108871,03-02-2011 14:51,114,3398,$-65.00,Swipe Transaction,59935,North Hollywood,CA,91606,5499,
9108898,03-02-2011 14:57,208,2426,$79.98,Swipe Transaction,59935,Murrells Inlet,SC,29576,5499,
9108938,03-02-2011 15:04,114,3398,$27.53,Swipe Transaction,34784,North Hollywood,CA,91606,7210,
9108940,03-02-2011 15:04,208,2426,$-93.00,Swipe Transaction,59935,Murrells Inlet,SC,29576,5499,
9108980,03-02-2011 15:11,1659,3438,$21.10,Online Transaction,18563,ONLINE,,,4121,
9109010,03-02-2011 15:21,208,2426,$93.00,Swipe Transaction,59935,Murrells Inlet,SC,29576,5499,
9109017,03-02-2011 15:22,112,1134,$1.29,Swipe Transaction,86438,Carthage,NY,13619,5499,
9109038,03-02-2011 15:26,1659,185,$30.26,Online Transaction,18563,ONLINE,,,4121,Technical Glitch
9109043,03-02-2011 15:27,1797,1127,$52.12,Swipe Transaction,54343,San Leandro,CA,94577,4121,
9109044,03-02-2011 15:28,208,2426,$80.09,Swipe Transaction,59935,Murrells Inlet,SC,29576,5499,
9109076,03-02-2011 15:34,1659,5056,$26.25,Swipe Transaction,63683,Wauconda,IL,60084,4121,
9109077,03-02-2011 15:34,1776,4938,$77.00,Swipe Transaction,43293,Nashport,OH,43830,5499,
9109080,03-02-2011 15:36,112,1134,$4.51,Swipe Transaction,75209,Carthage,NY,13619,5921,
9109105,03-02-2011 15:42,1776,4938,$-77.00,Swipe Transaction,43293,Nashport,OH,43830,5499,
9109118,03-02-2011 15:45,1776,4938,$42.24,Swipe Transaction,43293,Nashport,OH,43830,5499,
9109133,03-02-2011 15:49,1575,5582,$0.69,Swipe Transaction,14528,Sarasota,FL,34235,5499,
9109150,03-02-2011 15:52,1559,2920,$25.62,Swipe Transaction,94123,Acworth,GA,30101,5310,
9109149,03-02-2011 15:52,1559,2920,$32.55,Swipe Transaction,94123,Acworth,GA,30101,5310,Insufficient Balance
9109156,03-02-2011 15:53,1595,2429,$77.56,Swipe Transaction,32175,Bronx,NY,10467,7538,
9109160,03-02-2011 15:54,96,3695,$157.43,Swipe Transaction,41782,Yorba Linda,CA,92886,5912,
9109201,03-02-2011 16:01,96,5175,$98.81,Swipe Transaction,43293,Yorba Linda,CA,92887,5499,
9109211,03-02-2011 16:03,1776,4938,$68.76,Online Transaction,39021,ONLINE,,,4784,
9109224,03-02-2011 16:06,1559,5797,$29.82,Swipe Transaction,20561,Acworth,GA,30101,5912,
9109223,03-02-2011 16:06,1169,5174,$26.30,Online Transaction,18563,ONLINE,,,4121,
9109242,03-02-2011 16:11,1776,4938,$47.34,Swipe Transaction,43293,Nashport,OH,43830,5499,
9109251,03-02-2011 16:13,1776,4938,$-97.00,Swipe Transaction,43293,Nashport,OH,43830,5499,
9109258,03-02-2011 16:15,1659,185,$32.75,Swipe Transaction,63683,Wauconda,IL,60084,4121,
9109271,03-02-2011 16:18,96,5175,$89.00,Swipe Transaction,43293,Yorba Linda,CA,92887,5499,Insufficient Balance
9109280,03-02-2011 16:21,464,3233,$100.00,Swipe Transaction,27092,Orlando,FL,32807,4829,
9109292,03-02-2011 16:23,1776,4938,$97.00,Swipe Transaction,43293,Nashport,OH,43830,5499,
9109298,03-02-2011 16:25,464,3233,$1.49,Swipe Transaction,14528,Orlando,FL,32808,5499,
9109309,03-02-2011 16:28,96,5175,$-89.00,Swipe Transaction,43293,Yorba Linda,CA,92887,5499,
9109314,03-02-2011 16:28,1963,5418,$22.22,Online Transaction,18563,ONLINE,,,4121,
9109320,03-02-2011 16:30,96,5175,$152.96,Swipe Transaction,50783,Yorba Linda,CA,92886,5411,
9109330,03-02-2011 16:33,987,5090,$23.93,Online Transaction,39021,ONLINE,,,4784,
9109331,03-02-2011 16:33,1098,2253,$64.00,Swipe Transaction,96049,Hubbardston,MA,1452,5541,Insufficient Balance
9109344,03-02-2011 16:37,1098,2253,$61.41,Swipe Transaction,96049,Hubbardston,MA,1452,5541,
9109345,03-02-2011 16:37,1595,2429,$49.44,Swipe Transaction,60569,Bronx,NY,10465,5300,
9109397,03-02-2011 16:47,285,2156,$100.00,Swipe Transaction,27092,San Jose,CA,95111,4829,
9109454,03-02-2011 16:57,1098,2253,$-64.00,Swipe Transaction,96049,Hubbardston,MA,1452,5541,
9109490,03-02-2011 17:06,987,4146,$27.83,Online Transaction,39021,ONLINE,,,4784,
9109510,03-02-2011 17:11,1659,5056,$28.86,Swipe Transaction,45312,Wauconda,IL,60084,5813,
9109524,03-02-2011 17:17,1559,5797,$49.11,Swipe Transaction,32858,Buchanan,GA,30113,5311,
9109550,03-02-2011 17:31,1797,1127,$57.59,Swipe Transaction,62992,San Leandro,CA,94577,5812,
9109580,03-02-2011 17:43,1797,1127,$129.95,Swipe Transaction,33026,San Leandro,CA,94577,8011,
9109590,03-02-2011 17:48,909,2583,$58.93,Swipe Transaction,88755,Damascus,OR,97089,5812,
9109610,03-02-2011 17:57,96,3773,$114.80,Swipe Transaction,43293,Yorba Linda,CA,92887,5499,
9109609,03-02-2011 17:57,96,3773,$67.00,Swipe Transaction,43293,Yorba Linda,CA,92887,5499,
9109614,03-02-2011 17:59,96,3773,$-67.00,Swipe Transaction,43293,Yorba Linda,CA,92887,5499,
9109634,03-02-2011 18:07,909,2583,$57.97,Swipe Transaction,88755,Damascus,OR,97089,5812,
9109673,03-02-2011 18:22,987,4146,$39.25,Swipe Transaction,60569,Glen Burnie,MD,21061,5300,
9109705,03-02-2011 18:33,1169,4778,$32.27,Online Transaction,16798,ONLINE,,,4121,
9109731,03-02-2011 18:42,114,3070,$2.14,Swipe Transaction,13082,North Hollywood,CA,91606,5921,
9109739,03-02-2011 18:45,96,3695,$0.91,Swipe Transaction,14528,Yorba Linda,CA,92887,5499,
9109801,03-02-2011 19:09,1559,5797,$-70.00,Swipe Transaction,59935,Acworth,GA,30101,5499,
9109826,03-02-2011 19:18,1559,5797,$70.00,Swipe Transaction,59935,Acworth,GA,30101,5499,
9109832,03-02-2011 19:20,1559,5797,$46.37,Swipe Transaction,59935,Acworth,GA,30101,5499,
9109866,03-02-2011 19:31,1888,1017,$-64.00,Swipe Transaction,49789,Lake Charles,LA,70615,5541,Insufficient Balance
9109872,03-02-2011 19:36,1169,5174,$50.06,Online Transaction,41122,ONLINE,,,4784,
9109884,03-02-2011 19:44,1559,3301,$62.14,Swipe Transaction,25887,Acworth,GA,30101,5814,
9109888,03-02-2011 19:46,1098,4626,$54.00,Swipe Transaction,96049,Hubbardston,MA,1452,5541,
9109902,03-02-2011 19:53,1098,4626,$55.57,Swipe Transaction,96049,Hubbardston,MA,1452,5541,
9109908,03-02-2011 19:55,1888,1017,$69.14,Swipe Transaction,49789,Lake Charles,LA,70615,5541,
9109907,03-02-2011 19:55,1888,1017,$64.00,Swipe Transaction,49789,Lake Charles,LA,70615,5541,
9109915,03-02-2011 19:57,1098,4626,$-54.00,Swipe Transaction,96049,Hubbardston,MA,1452,5541,
9109923,03-02-2011 20:01,208,4980,$-442.00,Swipe Transaction,57133,Waianae,HI,96792,3730,
9109939,03-02-2011 20:07,1098,4626,$-82.00,Swipe Transaction,96049,Hubbardston,MA,1452,5541,
9109937,03-02-2011 20:07,464,3233,$100.00,Swipe Transaction,27092,Orlando,FL,32807,4829,
9109943,03-02-2011 20:08,1098,4626,$82.00,Swipe Transaction,96049,Hubbardston,MA,1452,5541,
9109945,03-02-2011 20:09,208,4980,$237.12,Swipe Transaction,57133,Waianae,HI,96792,3730,
9109952,03-02-2011 20:10,1559,2920,$67.15,Swipe Transaction,55060,Acworth,GA,30101,5812,
9109967,03-02-2011 20:18,1098,4626,$45.62,Swipe Transaction,96049,Hubbardston,MA,1452,5541,
9110008,03-02-2011 20:41,1654,4276,$28.19,Swipe Transaction,75936,Stafford,TX,77477,5814,
9110016,03-02-2011 20:46,464,3233,$100.00,Swipe Transaction,27092,Orlando,FL,32807,4829,
9110065,03-02-2011 21:00,1169,3389,$14.94,Swipe Transaction,10782,Round Rock,TX,78665,5813,
9110086,03-02-2011 21:14,1168,3239,$58.54,Online Transaction,39021,ONLINE,,,4784,
9110101,03-02-2011 21:19,1595,2472,$175.47,Swipe Transaction,19964,Bronx,NY,10463,5311,
9110104,03-02-2011 21:22,997,2261,$10.40,Swipe Transaction,61195,Chula Vista,CA,91913,5541,
9110334,03-02-2011 23:17,1559,2920,$160.00,Swipe Transaction,27092,Acworth,GA,30101,4829,
9110361,03-02-2011 23:48,1718,4706,$1.56,Swipe Transaction,86438,West Covina,CA,91792,5499,
9224435,03-03-2011 00:19,1797,1127,$48.35,Online Transaction,18563,ONLINE,,,4121,
9224452,03-03-2011 00:35,1963,3317,$47.78,Swipe Transaction,69972,Ridgway,IL,62979,5814,
9224480,03-03-2011 01:28,1575,5582,$17.86,Online Transaction,18563,ONLINE,,,4121,
9224506,03-03-2011 02:20,1776,4938,$60.38,Online Transaction,39021,ONLINE,,,4784,
9224510,03-03-2011 02:30,285,2156,$89.20,Swipe Transaction,30565,Watsonville,CA,95076,5912,
9224549,03-03-2011 03:20,1776,4938,$60.71,Online Transaction,39021,ONLINE,,,4784,
9224581,03-03-2011 04:39,1718,2029,$52.95,Online Transaction,15143,ONLINE,,,4784,
9224582,03-03-2011 04:40,464,3233,$79.87,Swipe Transaction,32175,Orlando,FL,32804,7538,
9224597,03-03-2011 05:03,1098,4626,$56.24,Online Transaction,6063,ONLINE,,,4511,
9224614,03-03-2011 05:17,1098,4626,$9.46,Swipe Transaction,50783,Ute,IA,51060,5411,
9224682,03-03-2011 06:03,1696,2408,$13.75,Online Transaction,39021,ONLINE,,,4784,
9224719,03-03-2011 06:10,1659,185,$3.13,Swipe Transaction,41260,Wauconda,IL,60084,5541,
9224779,03-03-2011 06:24,1776,4938,$17.57,Swipe Transaction,73840,Nashport,OH,43830,5912,
9224774,03-03-2011 06:24,112,4339,$53.48,Online Transaction,39021,ONLINE,,,4784,
9224795,03-03-2011 06:30,909,3719,$4.39,Swipe Transaction,56431,Olympia,WA,98516,5541,
9224799,03-03-2011 06:31,1797,1127,$43.82,Online Transaction,15143,ONLINE,,,4784,
9224810,03-03-2011 06:35,1098,5179,$39.22,Swipe Transaction,36934,Cherokee,IA,51012,7538,
9224819,03-03-2011 06:39,112,1134,$61.24,Swipe Transaction,24823,Carthage,NY,13619,7538,
9224876,03-03-2011 06:51,1595,2429,$6.28,Swipe Transaction,59935,Bronx,NY,10463,5499,
9224912,03-03-2011 06:59,1718,2029,$11.83,Swipe Transaction,40527,Lincolnwood,IL,60712,5912,
9224913,03-03-2011 06:59,1776,4938,$17.82,Swipe Transaction,20519,Avon,OH,44011,5942,
9224980,03-03-2011 07:15,997,5046,$44.65,Online Transaction,16798,ONLINE,,,4121,
9224983,03-03-2011 07:16,464,3233,$41.49,Online Transaction,39021,ONLINE,,,4784,
9225028,03-03-2011 07:24,112,3470,$1.32,Swipe Transaction,86438,Carthage,NY,13619,5499,
9225068,03-03-2011 07:30,909,3719,$15.62,Swipe Transaction,56431,Olympia,WA,98516,5541,
9225073,03-03-2011 07:30,1963,3317,$25.08,Online Transaction,18563,ONLINE,,,4121,
9225085,03-03-2011 07:31,1559,3301,$17.21,Online Transaction,85247,ONLINE,,,5815,
9225090,03-03-2011 07:32,1659,185,$32.24,Online Transaction,18563,ONLINE,,,4121,
9225096,03-03-2011 07:34,1718,4706,$6.70,Swipe Transaction,50783,Cicero,IL,60804,5411,
9225101,03-03-2011 07:35,909,3719,$64.00,Swipe Transaction,56431,Olympia,WA,98516,5541,
9225115,03-03-2011 07:38,1696,2408,$-60.00,Swipe Transaction,61195,Merritt Island,FL,32952,5541,
9225113,03-03-2011 07:38,1169,4778,$30.96,Swipe Transaction,69121,Round Rock,TX,78665,5912,
9225123,03-03-2011 07:40,1098,5179,$97.00,Swipe Transaction,50867,Hawarden,IA,51023,5541,
9225141,03-03-2011 07:44,1098,5179,$-97.00,Swipe Transaction,50867,Hawarden,IA,51023,5541,
9225151,03-03-2011 07:45,1696,2408,$60.00,Swipe Transaction,61195,Merritt Island,FL,32952,5541,
9225158,03-03-2011 07:47,1963,5418,$6.10,Swipe Transaction,36560,Ridgway,IL,62979,5812,
9225164,03-03-2011 07:48,987,5090,$15.22,Online Transaction,39021,ONLINE,,,4784,
9225173,03-03-2011 07:49,987,4146,$4.35,Swipe Transaction,83229,Gaithersburg,MD,20879,5411,
9225179,03-03-2011 07:50,997,5046,$65.60,Swipe Transaction,19964,Chula Vista,CA,91913,5311,
9225197,03-03-2011 07:54,909,3719,$-64.00,Swipe Transaction,56431,Olympia,WA,98516,5541,
9225206,03-03-2011 07:56,1696,2408,$94.58,Swipe Transaction,61195,Merritt Island,FL,32952,5541,
9225205,03-03-2011 07:56,997,5046,$1.10,Swipe Transaction,14528,Chula Vista,CA,91913,5499,
9225213,03-03-2011 07:58,1098,5179,$49.25,Swipe Transaction,50867,Hawarden,IA,51023,5541,
9225232,03-03-2011 08:01,1169,4778,$36.84,Swipe Transaction,75781,Austin,TX,78717,5411,
9225282,03-03-2011 08:10,1098,2253,$77.00,Swipe Transaction,50867,Hawarden,IA,51023,5541,
9225297,03-03-2011 08:12,1963,4565,$15.03,Online Transaction,18563,ONLINE,,,4121,
9225299,03-03-2011 08:13,1575,224,$0.78,Swipe Transaction,14528,Sarasota,FL,34235,5499,
9225308,03-03-2011 08:14,1659,3438,$19.44,Online Transaction,16798,ONLINE,,,4121,
9225355,03-03-2011 08:24,1098,2253,$-77.00,Swipe Transaction,50867,Hawarden,IA,51023,5541,
9225375,03-03-2011 08:28,1098,2253,$29.16,Swipe Transaction,50867,Hawarden,IA,51023,5541,
9225389,03-03-2011 08:32,1659,5056,$31.03,Online Transaction,16798,ONLINE,,,4121,
9225477,03-03-2011 08:50,1963,3317,$28.14,Swipe Transaction,52453,Ridgway,IL,62979,4121,
9225489,03-03-2011 08:53,1098,5179,$100.61,Swipe Transaction,40096,Warsaw,IN,46581,4111,
9225534,03-03-2011 09:00,1559,5797,$22.07,Online Transaction,39021,ONLINE,,,4784,
9225594,03-03-2011 09:13,114,3070,$1.92,Swipe Transaction,41137,North Hollywood,CA,91606,5411,
9225644,03-03-2011 09:22,997,2261,$13.37,Swipe Transaction,7470,Chula Vista,CA,91913,5411,
9225672,03-03-2011 09:27,1963,4565,$15.39,Swipe Transaction,52453,Ridgway,IL,62979,4121,
9225683,03-03-2011 09:29,1654,2915,$5.89,Swipe Transaction,20519,Providence,RI,2905,5942,
9225687,03-03-2011 09:30,1575,2112,$23.33,Swipe Transaction,29232,Osprey,FL,34229,4121,
9225704,03-03-2011 09:35,285,5747,$59.69,Swipe Transaction,31893,Watsonville,CA,95076,5311,
9225707,03-03-2011 09:35,1776,4938,$81.00,Swipe Transaction,43293,Nashport,OH,43830,5499,
9225708,03-03-2011 09:35,1888,1169,$-86.00,Swipe Transaction,26810,Farmington,MN,55024,5541,
9225735,03-03-2011 09:41,1776,4938,$26.47,Swipe Transaction,43293,Nashport,OH,43830,5499,
9225736,03-03-2011 09:41,1888,1169,$84.27,Swipe Transaction,26810,Farmington,MN,55024,5541,
9225745,03-03-2011 09:45,598,2040,$103.09,Swipe Transaction,37555,Boston,MA,2241,4111,
9225770,03-03-2011 09:49,1888,1169,$86.00,Swipe Transaction,26810,Farmington,MN,55024,5541,
9225787,03-03-2011 09:54,285,2156,$2.98,Swipe Transaction,75781,Watsonville,CA,95076,5411,
9225790,03-03-2011 09:54,1776,4938,$-81.00,Swipe Transaction,43293,Nashport,OH,43830,5499,
9225804,03-03-2011 09:58,1169,2485,$271.65,Swipe Transaction,50900,Round Rock,TX,78665,8011,
9225834,03-03-2011 10:04,1654,1200,$25.78,Swipe Transaction,2860,Newport,RI,2840,5912,
9225840,03-03-2011 10:05,1169,5174,$-98.00,Swipe Transaction,43293,Round Rock,TX,78665,5499,
9225843,03-03-2011 10:05,1595,2472,$24.36,Swipe Transaction,66428,Bronx,NY,10463,4121,
9225869,03-03-2011 10:10,997,2261,$31.71,Online Transaction,15143,ONLINE,,,4784,
9225881,03-03-2011 10:12,1169,5174,$98.00,Swipe Transaction,43293,Round Rock,TX,78665,5499,
9225880,03-03-2011 10:12,1168,3239,$110.71,Swipe Transaction,68751,East Hanover,NJ,7936,5651,
9225878,03-03-2011 10:12,598,2040,$48.99,Swipe Transaction,34490,Atkinson,NH,3811,5719,
9225890,03-03-2011 10:13,1168,3239,$62.00,Swipe Transaction,61195,Berkeley Heights,NJ,7922,5541,
9225896,03-03-2011 10:15,1168,3239,$52.81,Swipe Transaction,61195,Berkeley Heights,NJ,7922,5541,
9225897,03-03-2011 10:15,1169,5174,$125.76,Swipe Transaction,43293,Round Rock,TX,78665,5499,
9225909,03-03-2011 10:18,112,1134,$1.80,Swipe Transaction,20519,Apalachin,NY,13732,5942,
9225962,03-03-2011 10:28,1168,3239,$-62.00,Swipe Transaction,61195,Berkeley Heights,NJ,7922,5541,
9226003,03-03-2011 10:35,96,3695,$190.60,Swipe Transaction,41782,Yorba Linda,CA,92886,5912,
9226012,03-03-2011 10:36,1659,5056,$553.84,Online Transaction,72813,ONLINE,,,6300,
9226023,03-03-2011 10:37,1718,4706,$13.10,Swipe Transaction,28395,Lincolnwood,IL,60712,5541,
9226022,03-03-2011 10:37,1575,224,$16.21,Swipe Transaction,25887,Osprey,FL,34229,5814,
9226125,03-03-2011 10:58,1098,2253,$20.33,Swipe Transaction,50867,Hawarden,IA,51023,5541,
9226133,03-03-2011 10:59,1559,2920,$0.94,Swipe Transaction,14528,Acworth,GA,30101,5499,
9226153,03-03-2011 11:02,598,32,$0.90,Swipe Transaction,86438,Whitefield,NH,3598,5499,
9226158,03-03-2011 11:03,987,5090,$9.26,Swipe Transaction,29209,Gaithersburg,MD,20879,5411,
9226159,03-03-2011 11:03,1169,2485,$120.22,Swipe Transaction,29153,Round Rock,TX,78665,5300,
9226180,03-03-2011 11:09,285,5747,$10.92,Swipe Transaction,51990,Watsonville,CA,95076,5812,
9226186,03-03-2011 11:11,1169,4179,$23.83,Swipe Transaction,89707,Round Rock,TX,78665,4121,
9226189,03-03-2011 11:11,1696,2408,$70.38,Swipe Transaction,41647,Merritt Island,FL,32952,7538,
9226218,03-03-2011 11:18,997,5046,$1.54,Swipe Transaction,14528,Chula Vista,CA,91913,5499,
9226272,03-03-2011 11:28,1797,1127,$5.61,Swipe Transaction,44919,San Leandro,CA,94577,5814,
9226291,03-03-2011 11:30,1727,3766,$34.05,Swipe Transaction,18215,Columbia,SC,29229,5719,
9226363,03-03-2011 11:42,1595,2429,$10.55,Swipe Transaction,35435,Bronx,NY,10463,5812,
9226364,03-03-2011 11:42,1654,1200,$93.00,Swipe Transaction,43293,Newport,RI,2840,5499,
9226375,03-03-2011 11:44,1654,1200,$47.50,Swipe Transaction,43293,Newport,RI,2840,5499,
9226383,03-03-2011 11:46,1654,1200,$-93.00,Swipe Transaction,43293,Newport,RI,2840,5499,
9226390,03-03-2011 11:47,1169,5763,$41.33,Online Transaction,41122,ONLINE,,,4784,
9226391,03-03-2011 11:47,1776,4938,$47.23,Online Transaction,39021,ONLINE,,,4784,
9226394,03-03-2011 11:48,464,3233,$16.62,Swipe Transaction,59397,Orlando,FL,32804,5812,
9226404,03-03-2011 11:50,1888,1017,$28.27,Swipe Transaction,45816,Farmington,MN,55024,5411,
9226422,03-03-2011 11:55,1575,224,$140.00,Swipe Transaction,27092,Osprey,FL,34229,4829,
9226423,03-03-2011 11:55,1595,2429,$24.13,Swipe Transaction,66428,Bronx,NY,10463,4121,
9226495,03-03-2011 12:10,909,2583,$15.89,Swipe Transaction,50783,Centralia,WA,98531,5411,
9226497,03-03-2011 12:10,1098,4626,$86.45,Swipe Transaction,40096,Warsaw,IN,46581,4111,
9226519,03-03-2011 12:14,1696,2408,$4.07,Online Transaction,50404,ONLINE,,,4784,
9226532,03-03-2011 12:16,1888,1017,$44.25,Swipe Transaction,34490,Lonsdale,MN,55046,5719,
9226545,03-03-2011 12:19,598,2040,$48.43,Swipe Transaction,100336,Gorham,NH,3581,5211,
9226555,03-03-2011 12:22,1963,5418,$21.51,Swipe Transaction,52453,Ridgway,IL,62979,4121,
9226559,03-03-2011 12:23,1776,4938,$70.87,Online Transaction,39021,ONLINE,,,4784,
9226562,03-03-2011 12:24,598,2040,$1.33,Swipe Transaction,86438,Whitefield,NH,3598,5499,
9226593,03-03-2011 12:29,1797,1127,$4.84,Swipe Transaction,62992,San Leandro,CA,94577,5812,
9226660,03-03-2011 12:42,1727,3766,$-95.00,Swipe Transaction,61195,Columbia,SC,29229,5541,
9226698,03-03-2011 12:50,1727,3766,$95.00,Swipe Transaction,61195,Columbia,SC,29229,5541,
9226713,03-03-2011 12:52,1727,3766,$44.59,Swipe Transaction,61195,Columbia,SC,29229,5541,
9226787,03-03-2011 13:05,598,2040,$16.71,Online Transaction,39021,ONLINE,,,4784,
9226793,03-03-2011 13:05,1696,2408,$137.85,Swipe Transaction,61195,Merritt Island,FL,32952,5541,
9226804,03-03-2011 13:08,1797,1127,$153.24,Swipe Transaction,67570,San Lorenzo,CA,94580,5311,
9226826,03-03-2011 13:12,112,3470,$1.32,Swipe Transaction,86438,Carthage,NY,13619,5499,
9226911,03-03-2011 13:25,1696,2408,$-78.00,Swipe Transaction,61195,Merritt Island,FL,32952,5541,
9226917,03-03-2011 13:26,1696,2408,$78.00,Swipe Transaction,61195,Merritt Island,FL,32952,5541,
9226949,03-03-2011 13:33,1727,3766,$87.00,Swipe Transaction,59935,Columbia,SC,29229,5499,
9226981,03-03-2011 13:40,1727,3766,$32.83,Swipe Transaction,59935,Columbia,SC,29229,5499,
9226989,03-03-2011 13:42,208,4980,$51.39,Online Transaction,18563,ONLINE,,,4121,
9227007,03-03-2011 13:47,1727,3766,$-87.00,Swipe Transaction,59935,Columbia,SC,29229,5499,
9227046,03-03-2011 13:57,1718,4706,$66.22,Online Transaction,15143,ONLINE,,,4784,
9227105,03-03-2011 14:10,285,3442,$31.95,Swipe Transaction,24823,Watsonville,CA,95076,7538,
9227112,03-03-2011 14:11,1797,1127,$58.64,Online Transaction,15143,ONLINE,,,4784,
9227215,03-03-2011 14:35,112,4339,$68.67,Online Transaction,39021,ONLINE,,,4784,
9227220,03-03-2011 14:36,114,3398,$24.47,Swipe Transaction,59935,North Hollywood,CA,91606,5499,
9227225,03-03-2011 14:36,1718,5144,$43.60,Online Transaction,15143,ONLINE,,,4784,
9227222,03-03-2011 14:36,1169,5763,$29.05,Online Transaction,41122,ONLINE,,,4784,
9227219,03-03-2011 14:36,114,3398,$75.00,Swipe Transaction,59935,North Hollywood,CA,91606,5499,
9227229,03-03-2011 14:37,1595,2472,$85.71,Swipe Transaction,96290,Bronx,NY,10463,8041,
9227230,03-03-2011 14:37,1727,5982,$67.00,Swipe Transaction,61195,Columbia,SC,29229,5541,
9227232,03-03-2011 14:38,114,3070,$232.78,Online Transaction,21776,ONLINE,,,5712,
9227268,03-03-2011 14:47,1727,5982,$-67.00,Swipe Transaction,61195,Columbia,SC,29229,5541,
9227271,03-03-2011 14:48,114,3398,$-75.00,Swipe Transaction,59935,North Hollywood,CA,91606,5499,
9227285,03-03-2011 14:51,1727,5982,$36.48,Swipe Transaction,61195,Columbia,SC,29229,5541,
9227333,03-03-2011 15:01,114,3070,$53.01,Swipe Transaction,59935,North Hollywood,CA,91606,5499,
9227355,03-03-2011 15:05,114,3070,$60.00,Swipe Transaction,59935,North Hollywood,CA,91606,5499,
9227356,03-03-2011 15:05,114,3070,$-60.00,Swipe Transaction,59935,North Hollywood,CA,91606,5499,
9227359,03-03-2011 15:06,96,3773,$-94.00,Swipe Transaction,61195,Yorba Linda,CA,92886,5541,
9227365,03-03-2011 15:07,1696,2408,$6.35,Online Transaction,50404,ONLINE,,,4784,
9227371,03-03-2011 15:08,1963,4565,$32.22,Swipe Transaction,52453,Ridgway,IL,62979,4121,
9227377,03-03-2011 15:10,1595,2429,$63.96,Swipe Transaction,3245,Bronx,NY,10463,8099,
9227384,03-03-2011 15:12,464,3233,$101.70,Swipe Transaction,32175,Orlando,FL,32804,7538,
